Siruta,Localitate,Judet,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie,Total_medici_desc
128613,Scarisoara,OT,2,0,2,1,2,4
128588,Rusanesti,OT,2,0,4,1,2,4
128524,Redea,OT,2,0,3,0,2,4
128221,Plesoiu,OT,2,0,2,2,2,4
128178,Parscoveni,OT,2,0,2,1,2,4
10532,Craiva,AR,2,0,2,0,2,4
112469,Izvoru Barzii,MH,2,0,4,1,2,4
112548,Jiana,MH,2,0,6,4,2,4
128052,Perieti,OT,2,0,2,0,2,4
10514,Covasint,AR,2,0,4,0,2,4
112879,Patulele,MH,2,0,4,5,2,4
127689,Movileni,OT,2,0,2,1,2,4
10417,Chisindia,AR,2,0,2,0,2,4
127493,Maruntei,OT,2,0,3,0,2,4
113493,Salcia,MH,2,0,4,0,2,4
127368,Izbiceni,OT,2,0,3,1,2,4
127288,Iancu Jianu,OT,2,0,2,1,2,4
113732,Tamna,MH,2,0,3,1,2,4
113849,Vanatori,MH,2,0,2,2,2,4
113894,Vanjulet,MH,1,1,1,13,2,4
126102,Cezieni,OT,2,0,2,15,2,4
7945,Spring,AB,2,0,2,0,2,4
7865,Sona,AB,2,0,2,1,2,4
179775,Sabareni,GR,2,0,4,0,2,4
121242,Baltatesti,NT,1,2,3,3,1,4
121297,Bicaz-Chei,NT,2,0,40,1,2,4
121340,Bicazu Ardelean,NT,2,0,2,3,2,4
121466,Bargauani,NT,2,0,12,2,2,4
121607,Bodesti,NT,2,0,17,2,2,4
121652,Borca,NT,2,0,3,7,2,4
3958,Cetatea De Balta,AB,2,0,2,1,2,4
124563,Tasca,NT,2,0,2,1,2,4
122061,Candesti,NT,2,0,2,1,2,4
124411,Stefan Cel Mare,NT,2,0,1,1,2,4
122249,Damuc,NT,2,0,2,1,2,4
122347,Doljesti,NT,2,0,2,1,2,4
124233,Secuieni,NT,2,0,2,2,2,4
124153,Sagna,NT,2,0,2,3,2,4
122702,Girov,NT,2,0,1,2,2,4
3039,Bistra,AB,2,0,4,0,2,4
122908,Grumazesti,NT,2,0,2,1,2,4
122953,Hangu,NT,2,0,1,2,2,4
123013,Icusesti,NT,2,0,2,2,2,4
123102,Ion Creanga,NT,2,0,2,3,2,4
123175,Margineni,NT,2,0,2,1,2,4
124073,Romani,NT,2,0,2,2,2,4
124028,Rediu,NT,2,0,1,3,2,4
123371,Pastraveni,NT,2,0,1,2,2,4
123969,Razboieni,NT,1,2,16,2,1,4
121153,Bahna,NT,2,0,2,2,2,4
124661,Timisesti,NT,2,0,2,0,2,4
126022,Brancoveni,OT,2,0,2,2,2,4
124723,Trifesti,NT,2,0,2,2,2,4
117426,Hodac,MS,2,0,1,2,2,4
125962,Brastavatu,OT,2,0,2,1,2,4
117667,Iclanzel,MS,2,0,1,5,2,4
125873,Bobicesti,OT,2,0,2,0,2,4
7767,Stremt,AB,2,0,2,0,2,4
118209,Mica,MS,2,0,2,0,2,4
118370,Mihesu De Campie,MS,2,0,2,1,2,4
7384,Santimbru,AB,2,0,3,1,2,4
118575,Ogra,MS,2,0,3,1,2,4
7348,Sancel,AB,2,0,4,0,2,4
7099,Sasciori,AB,2,0,3,2,2,4
6976,Salciua,AB,2,0,2,0,2,4
118995,Raciu,MS,2,0,2,0,2,4
6217,Pianu,AB,2,0,4,1,2,4
5700,Mihalt,AB,2,0,3,0,2,4
179588,Copaceni,IF,2,0,4,1,2,4
119386,Sanger,MS,2,0,1,0,2,4
119858,Taureni,MS,2,0,0,0,2,4
179702,Traian,IL,2,0,2,2,2,4
120343,Zagar,MS,2,0,0,0,2,4
124885,Valea Ursului,NT,2,0,2,2,2,4
120487,Corunca,MS,2,0,3,0,2,4
124803,Tibucani,NT,2,0,2,5,2,4
4240,Daia Romana,AB,2,0,3,0,2,4
4188,Craciunelu De Jos,AB,2,0,4,1,2,4
178046,Tamboesti,VN,2,0,3,0,2,4
111006,Butoiesti,MH,2,0,4,0,2,4
175368,Bolotesti,VN,2,0,3,0,2,4
131835,Gura Vitioarei,PH,2,0,5,0,2,4
175983,Dumitresti,VN,2,0,4,4,2,4
103283,Garbovi,IL,2,0,4,0,2,4
132164,Baba Ana,PH,2,0,3,1,2,4
176150,Fitionesti,VN,2,0,3,0,2,4
103443,Gradistea,IF,2,0,4,1,2,4
17619,Musatesti,AG,2,0,4,0,2,4
103639,Hotarele,GR,2,0,5,0,2,4
131933,Albesti-Paleologu,PH,2,0,6,0,2,4
17496,Mosoaia,AG,2,0,2,0,2,4
103899,Izvoarele,GR,2,0,4,0,2,4
103960,Jilavele,IL,2,0,5,0,2,4
103997,Joita,GR,2,0,5,0,2,4
17398,Mirosi,AG,2,0,2,0,2,4
110946,Burila Mare,MH,2,0,4,2,2,4
104181,Manastirea,CL,2,0,4,2,2,4
17101,Merisani,AG,3,0,4,1,1,4
131577,Oras Slanic,PH,2,0,14,1,2,4
16944,Lunca Corbului,AG,2,0,2,0,2,4
104485,Ogrezeni,GR,2,0,6,0,2,4
104519,Oinacu,GR,2,0,2,0,2,4
104582,Petrachioaia,IF,3,0,4,1,1,4
104680,Prundu,GR,2,0,4,0,2,4
16551,Godeni,AG,2,0,4,0,2,4
16506,Draganu,AG,2,0,3,0,2,4
16427,Dobresti,AG,2,0,2,0,2,4
176613,Maicanesti,VN,2,0,2,3,2,4
103130,Ganeasa,IF,2,0,4,1,2,4
18162,Popesti,AG,2,0,2,0,2,4
18242,Priboieni,AG,2,0,4,0,2,4
103014,Fundeni,CL,2,0,4,0,2,4
21196,Balcani,BC,2,0,3,0,2,4
21123,Asau,BC,2,0,5,0,2,4
101564,Butimanu,DB,2,0,1,0,2,4
101662,Calugareni,GR,2,0,12,0,2,4
144928,Oras Miercurea Sibiului,SB,2,0,5,0,2,4
20411,Magura,BC,2,0,7,0,2,4
132510,Ceptura,PH,2,0,5,0,2,4
101840,Ciocanesti,DB,2,0,4,0,2,4
101902,Ciolpani,IF,2,0,4,1,2,4
101957,Ciorogarla,IF,2,0,4,1,2,4
20359,Letea Veche,BC,2,0,6,0,2,4
20313,Hemeius,BC,2,0,2,0,2,4
102071,Colibasi,GR,2,0,4,0,2,4
20063,Bughea De Sus,AG,2,0,2,0,2,4
175590,Ciorasti,VN,2,0,3,0,2,4
19999,Vladesti,AG,2,0,3,0,2,4
19631,Valea Danului,AG,2,0,3,0,2,4
19560,Ungheni,AG,2,0,3,0,2,4
19392,Uda,AG,2,0,3,0,2,4
18938,Stolnici,AG,2,0,3,0,2,4
18670,Schitu Golesti,AG,2,0,2,0,2,4
175885,Cotesti,VN,2,0,5,0,2,4
102794,Floresti-Stoenesti,GR,3,0,8,0,1,4
132342,Bertea,PH,2,0,3,0,2,4
102945,Frumusani,CL,2,0,3,0,2,4
16285,Davidesti,AG,2,0,4,0,2,4
15830,Corbi,AG,2,0,3,0,2,4
15554,Ciomagesti,AG,2,0,2,0,2,4
130026,Vladila,OT,2,0,3,1,2,4
108035,Dumbravita,MM,2,0,5,0,2,4
12457,Taut,AR,2,0,3,0,2,4
108151,Giulesti,MM,2,0,6,0,2,4
129898,Visina,OT,2,0,2,1,2,4
129816,Verguleasa,OT,2,0,2,0,2,4
177557,Ruginesti,VN,2,0,5,0,2,4
129745,Vadastrita,OT,2,0,2,1,2,4
12206,Seitin,AR,2,0,2,0,2,4
129718,Vadastra,OT,2,0,1,0,2,4
108491,Remetea Chioarului,MM,2,0,4,0,2,4
129656,Valea Mare,OT,2,0,2,0,2,4
129585,Tufeni,OT,2,0,2,1,2,4
108632,Rona De Sus,MM,2,0,7,0,2,4
108696,Ruscova,MM,2,0,5,1,2,4
12055,Sintea Mare,AR,2,0,2,0,2,4
12037,Semlac,AR,2,0,3,0,2,4
108892,Oras Salistea De Sus,MM,2,0,10,0,2,4
11995,Seleus,AR,2,0,2,0,2,4
109005,Stramtura,MM,2,0,9,1,2,4
11940,Secusigiu,AR,2,0,2,0,2,4
109354,Valea Chioarului,MM,2,0,3,0,2,4
109504,Viseu De Jos,MM,2,0,4,0,2,4
11423,Misca,AR,2,0,3,0,2,4
177986,Tataranu,VN,2,0,3,0,2,4
110875,Brosteni,MH,2,0,4,1,2,4
129987,Valcele,OT,2,0,1,1,2,4
177352,Pufesti,VN,2,0,4,0,2,4
15493,Ciofrangeni,AG,2,0,3,0,2,4
130124,Vulpeni,OT,2,0,2,0,2,4
15448,Cicanesti,AG,2,0,2,0,2,4
176748,Milcovul,VN,2,0,6,0,2,4
176944,Nereju,VN,2,0,2,0,2,4
105605,Ulmeni,CL,2,0,3,0,2,4
14450,Barla,AG,2,0,3,0,2,4
14405,Berevoesti,AG,2,0,4,0,2,4
130614,Berceni,PH,2,0,5,0,2,4
105829,Vasilati,CL,2,0,6,0,2,4
14272,Balilesti,AG,2,0,2,0,2,4
14165,Baiculesti,AG,2,0,3,0,2,4
14085,Babana,AG,2,0,3,0,2,4
14049,Arefu,AG,2,0,2,0,2,4
13999,Aninoasa,AG,2,0,2,0,2,4
13819,Albestii De Arges,AG,2,0,3,0,2,4
106620,Sarasau,MM,2,0,4,0,2,4
12920,Frumuseni,AR,2,0,3,0,2,4
12812,Zarand,AR,2,0,2,0,2,4
107270,Bistra,MM,2,0,3,1,2,4
12778,Zabrani,AR,2,0,3,0,2,4
107350,Bocicoiu Mare,MM,2,0,6,0,2,4
130231,Vulturesti,OT,2,0,2,0,2,4
12689,Varfurile,AR,2,0,2,0,2,4
107546,Calinesti,MM,2,0,4,3,2,4
107582,Cernesti,MM,2,0,5,0,2,4
107662,Cicarlau,MM,2,0,5,0,2,4
76996,Piscu,GL,2,0,4,0,2,4
30229,Olcea,BH,2,0,4,0,2,4
65011,Zagon,CV,2,0,2,0,2,4
68976,Uliesti,DB,2,0,2,0,2,4
68404,Pietrosita,DB,2,0,4,0,2,4
148202,Dorna Candrenilor,SV,2,0,4,0,2,4
68529,Produlesti,DB,2,0,3,0,2,4
148131,Dorna-Arini,SV,2,0,5,1,2,4
162498,Berezeni,VS,2,0,2,1,2,4
68716,Runcu,DB,2,0,3,0,2,4
68789,Salcioara,DB,2,0,4,0,2,4
153062,Gratia,TR,2,0,3,1,2,4
68324,Ocnita,DB,2,0,4,0,2,4
41113,Harseni,BV,2,0,2,0,2,4
153151,Lunca,TR,2,0,3,1,2,4
69330,Visina,DB,2,0,2,0,2,4
40900,Cristian,BV,2,0,4,5,2,4
159384,Dudestii Noi,TM,2,0,3,0,2,4
40820,Cincu,BV,2,0,3,0,2,4
153384,Mosteni,TR,2,0,2,0,2,4
68342,Odobesti,DB,2,0,6,0,2,4
152797,Dracsenei,TR,2,0,2,1,2,4
70094,Isalnita,DJ,2,1,12,2,1,4
47006,Grebanu,BZ,2,0,4,0,2,4
41738,Recea,BV,2,0,2,0,2,4
41621,Poiana Marului,BV,2,0,2,0,2,4
152350,Calinesti,TR,2,0,6,0,2,4
67522,Glodeni,DB,2,0,2,0,2,4
41578,Parau,BV,2,0,2,1,2,4
67648,Gura Sutii,DB,2,0,3,0,2,4
67675,Hulubesti,DB,2,0,3,0,2,4
41541,Ormenis,BV,2,0,2,0,2,4
68280,Nucet,DB,2,0,6,0,2,4
67835,Ludesti,DB,2,0,3,0,2,4
67906,Lunguletu,DB,2,0,5,0,2,4
68002,Manesti,DB,2,0,5,0,2,4
68048,Matasaru,DB,2,0,6,0,2,4
152662,Crangu,TR,2,0,2,0,2,4
68128,Mogosani,DB,2,0,4,0,2,4
41417,Mandra,BV,2,0,2,0,2,4
153400,Nasturelu,TR,2,0,2,1,2,4
40688,Budila,BV,2,0,2,0,2,4
42058,Teliu,BV,2,0,2,0,2,4
72098,Dobresti,DJ,2,0,3,1,2,4
163832,Falciu,VS,2,0,4,11,2,4
154497,Storobaneasa,TR,2,0,3,0,2,4
39417,Ungureni,BT,2,0,5,1,2,4
39391,Tudora,BT,2,0,4,2,2,4
154665,Tatarastii De Sus,TR,2,0,4,1,2,4
159366,Birda,TM,2,0,4,0,2,4
72052,Diosti,DJ,2,0,5,29,2,4
72221,Dranic,DJ,2,0,4,0,2,4
163734,Dumesti,VS,2,0,2,0,2,4
72276,Farcas,DJ,2,0,4,1,2,4
72463,Gighera,DJ,2,0,3,0,2,4
54412,Turnu Ruieni,CS,2,0,3,0,2,4
54387,Toplet,CS,2,0,3,0,2,4
147072,Boroaia,SV,2,0,6,1,2,4
72640,Goicea,DJ,2,0,5,1,2,4
38811,Roma,BT,2,0,4,1,2,4
71698,Cerat,DJ,2,0,4,0,2,4
71572,Castranova,DJ,2,0,3,1,2,4
70174,Simnicu De Sus,DJ,2,0,7,0,2,4
39836,Vorniceni,BT,2,0,3,0,2,4
47186,Lopatari,BZ,2,0,5,0,2,4
153561,Piatra,TR,2,0,4,1,2,4
153605,Plosca,TR,2,0,4,1,2,4
70566,Almaj,DJ,2,0,5,0,2,4
163486,Dragomiresti,VS,2,0,4,4,2,4
154013,Scrioastea,TR,2,0,3,1,2,4
163618,Dranceni,VS,2,0,4,6,2,4
70897,Bistret,DJ,2,0,3,1,2,4
71536,Carpen,DJ,2,0,5,1,2,4
163681,Duda-Epureni,VS,2,0,2,0,2,4
39738,Vladeni,BT,2,0,3,0,2,4
71126,Bralostita,DJ,2,0,4,1,2,4
71199,Bratovoesti,DJ,2,0,5,3,2,4
71260,Breasta,DJ,2,0,4,1,2,4
71457,Calopar,DJ,2,0,6,2,2,4
154344,Slobozia Mandra,TR,2,0,3,1,2,4
67167,Crangurile,DB,2,0,2,0,2,4
148514,Forasti,SV,2,0,4,1,2,4
72882,Izvoare,DJ,2,0,2,0,2,4
160680,Luncavita,TL,2,0,4,2,2,4
44140,Sutesti,BR,2,0,3,2,2,4
61283,Ciocarlia,CT,2,0,1,0,2,4
150935,Vama,SV,2,0,10,0,2,4
151512,Hantesti,SV,2,0,12,0,2,4
63300,Cuza Voda,CT,2,0,2,0,2,4
61210,Chirnogeni,CT,2,0,6,0,2,4
150445,Saru Dornei,SV,2,0,4,0,2,4
45003,Beceni,BZ,2,0,6,4,2,4
150980,Vatra Moldovitei,SV,2,0,6,0,2,4
43652,Movila Miresii,BR,2,0,5,3,2,4
63688,Sita Buzaului,CV,2,0,3,0,2,4
159785,Baia,TL,2,0,3,1,2,4
159767,Oras Sulina,TL,3,0,2,2,1,4
150114,Rasca,SV,2,0,6,0,2,4
60598,23-Aug,CT,2,0,7,0,2,4
64096,Bretcu,CV,2,0,3,0,2,4
44177,Tichilesti,BR,2,0,6,7,2,4
160430,Greci,TL,2,0,4,2,2,4
161035,Niculitel,TL,2,0,4,1,2,4
62486,Oltina,CT,2,0,1,0,2,4
62020,Istria,CT,2,0,4,0,2,4
44505,Viziru,BR,2,0,5,0,2,4
151344,Zvoristea,SV,2,0,7,22,2,4
160127,Cerna,TL,2,0,4,2,2,4
61559,Crucea,CT,2,0,3,0,2,4
62253,Mihai Viteazu,CT,2,0,4,0,2,4
62280,Mircea Voda,CT,2,0,3,0,2,4
62538,Ostrov,CT,2,0,2,1,2,4
151077,Vicovu De Jos,SV,2,0,7,1,2,4
151246,Zamostea,SV,2,0,5,1,2,4
44560,Cazasu,BR,2,0,2,0,2,4
62672,Pecineaga,CT,2,0,3,0,2,4
44300,Tufesti,BR,2,0,7,1,2,4
62798,Rasova,CT,2,0,2,0,2,4
151120,Volovat,SV,2,0,5,0,2,4
62878,Sacele,CT,2,0,1,0,2,4
45753,Calvini,BZ,2,0,3,3,2,4
64194,Cernat,CV,2,0,3,0,2,4
162194,Banca,VS,2,0,4,1,2,4
66330,Bezdead,DB,2,0,3,0,2,4
161384,Topolog,TL,2,0,4,3,2,4
148765,Fundu Moldovei,SV,2,0,4,8,2,4
42708,Chiscani,BR,2,0,8,0,2,4
152172,Botoroaga,TR,2,0,5,1,2,4
66152,Branistea,DB,2,0,5,0,2,4
66198,Baleni,DB,2,0,7,0,2,4
148694,Fratautii Vechi,SV,2,0,3,0,2,4
148667,Fratautii Noi,SV,2,0,4,0,2,4
65413,Doicesti,DB,2,0,4,0,2,4
66438,Buciumeni,DB,2,0,3,0,2,4
42236,Vistea,BV,2,0,2,0,2,4
152234,Bragadiru,TR,2,0,5,1,2,4
42183,Vama Buzaului,BV,2,0,2,0,2,4
66580,Cobia,DB,2,0,3,0,2,4
66697,Cojasca,DB,2,0,3,0,2,4
152252,Branceni,TR,2,0,3,0,2,4
159428,Iecea Mare,TM,2,0,3,0,2,4
148970,Granicesti,SV,2,0,6,0,2,4
150070,Radaseni,SV,2,0,2,0,2,4
64639,Ozun,CV,2,0,2,0,2,4
150043,Putna,SV,2,0,5,2,2,4
159491,Livezile,TM,2,0,2,0,2,4
46019,Cernatesti,BZ,2,0,5,1,2,4
149833,Patrauti,SV,2,0,5,0,2,4
151576,Berchisesti,SV,2,0,1,1,2,4
149682,Panaci,SV,2,0,4,1,2,4
149655,Ostra,SV,2,0,5,0,2,4
149539,Moldovita,SV,2,0,4,0,2,4
46803,Gheraseni,BZ,2,0,5,0,2,4
64826,Sanzieni,CV,2,0,3,0,2,4
46313,Cislau,BZ,2,0,5,0,2,4
151736,Islaz,TR,2,0,4,1,2,4
149414,Moara,SV,2,0,6,1,2,4
151816,Nanov,TR,2,0,3,0,2,4
46769,Galbinasi,BZ,2,0,5,1,2,4
149138,Iacobeni,SV,2,0,4,0,2,4
147054,Bogdanesti,SV,2,0,6,1,2,4
61826,Ghindaresti,CT,2,0,2,0,2,4
145275,Poiana Sibiului,SB,2,0,1,0,2,4
37823,Ibanesti,BT,2,0,5,1,2,4
145220,Pauca,SB,2,0,2,0,2,4
165719,Rebricea,VS,2,0,3,1,2,4
165979,Stanilesti,VS,2,0,3,0,2,4
146799,Adancata,SV,2,0,3,6,2,4
37912,Lunca,BT,2,0,5,1,2,4
156927,Fardea,TM,2,0,3,0,2,4
145202,Orlat,SB,2,0,3,0,2,4
155546,Balint,TM,2,0,3,0,2,4
76175,Draguseni,GL,2,0,4,0,2,4
49849,Tintesti,BZ,2,0,4,0,2,4
146860,Arbore,SV,2,0,6,1,2,4
38063,Mihai Eminescu,BT,2,0,8,0,2,4
158528,Satchinez,TM,2,0,7,0,2,4
158449,Sacosu Turcesc,TM,2,0,5,0,2,4
37217,Durnesti,BT,2,0,6,0,2,4
146021,Boita,SB,1,2,1,22,1,4
76255,Fartanesti,GL,2,0,4,0,2,4
157004,Foeni,TM,2,0,6,0,2,4
73772,Predesti,DJ,2,0,5,2,2,4
50326,Viperesti,BZ,2,0,2,2,2,4
156311,Cheveresu Mare,TM,2,0,2,0,2,4
145934,Turnu Rosu,SB,2,0,2,0,2,4
145907,Tilisca,SB,2,0,2,0,2,4
158396,Remetea Mare,TM,2,0,7,0,2,4
75114,Sendreni,GL,2,0,3,0,2,4
50415,Zarnesti,BZ,2,0,6,1,2,4
38456,Nicseni,BT,2,0,4,0,2,4
146708,Oras Solca,SV,2,0,6,0,2,4
37770,Hudesti,BT,2,0,6,3,2,4
36907,Cristesti,BT,2,0,6,2,2,4
36300,Baluseni,BT,2,0,3,2,2,4
74616,Vela,DJ,2,0,3,0,2,4
158243,Racovita,TM,2,0,3,0,2,4
165470,Puiesti,VS,2,0,4,4,2,4
74536,Unirea,DJ,2,0,4,1,2,4
155840,Bethausen,TM,2,0,3,0,2,4
156534,Criciova,TM,2,0,2,0,2,4
37173,Draguseni,BT,0,4,3,13,0,4
155797,Belint,TM,2,0,4,0,2,4
74842,Catane,DJ,2,0,3,0,2,4
74859,Carcea,DJ,3,0,6,0,1,4
74411,Teslui,DJ,2,0,3,0,2,4
49153,Sahateni,BZ,2,0,3,0,2,4
156623,Darova,TM,2,0,3,0,2,4
155591,Banloc,TM,2,0,4,0,2,4
155911,Biled,TM,2,0,3,0,2,4
156669,Denta,TM,2,0,2,0,2,4
36569,Copalau,BT,2,0,5,1,2,4
74322,Teasc,DJ,2,0,7,0,2,4
145355,Racovita,SB,2,0,2,0,2,4
156712,Dudestii Vechi,TM,2,0,5,0,2,4
145293,Porumbacu De Jos,SB,2,0,3,0,2,4
165185,Padureni,VS,2,0,2,0,2,4
156767,Dumbrava,TM,2,0,2,0,2,4
74875,Cotofenii Din Fata,DJ,3,0,4,1,1,4
146325,Mitocu Dragomirnei,SV,2,0,4,14,2,4
165130,Osesti,VS,2,0,3,1,2,4
50022,Valea Ramnicului,BZ,2,0,6,1,2,4
157273,Giera,TM,2,0,2,0,2,4
37324,Frumusica,BT,2,0,7,0,2,4
159259,Victor Vlad Delamarina,TM,2,0,2,0,2,4
73335,Motatei,DJ,2,0,7,1,2,4
48771,Posta Calnau,BZ,2,0,8,1,2,4
73317,Marsani,DJ,2,0,6,1,2,4
76406,Ghidigeni,GL,2,0,4,1,2,4
164687,Lipovat,VS,2,0,4,3,2,4
72953,Lipovu,DJ,2,0,4,0,2,4
159142,Uivar,TM,2,0,3,0,2,4
35839,Rachiti,BT,2,0,3,1,2,4
36809,Cotusca,BT,2,0,4,3,2,4
156277,Cenei,TM,2,0,6,0,2,4
166636,Valeni,VS,2,0,3,0,2,4
157923,Nitchidorf,TM,2,0,3,0,2,4
76718,Mastacani,GL,2,0,4,1,2,4
165899,Solesti,VS,2,0,4,0,2,4
73068,Malu Mare,DJ,2,0,10,1,2,4
38633,Radauti-Prut,BT,2,0,2,1,2,4
76353,Fundeni,GL,2,0,4,0,2,4
159071,Traian Vuia,TM,2,0,2,0,2,4
159035,Tormac,TM,2,0,6,0,2,4
157898,Nadrag,TM,2,0,4,0,2,4
145792,Sura Mica,SB,2,0,3,0,2,4
48968,Ramnicelu,BZ,2,0,3,3,2,4
73503,Orodel,DJ,2,0,3,0,2,4
73594,Perisor,DJ,2,0,4,0,2,4
145765,Sura Mare,SB,2,0,2,0,2,4
35759,Curtesti,BT,2,0,6,1,2,4
157317,Giulvaz,TM,2,0,2,0,2,4
50479,Ziduri,BZ,2,0,4,0,2,4
48842,Puiesti,BZ,2,0,7,0,2,4
48487,Pietroasele,BZ,2,0,4,1,2,4
49643,Tisau,BZ,2,0,7,2,2,4
146931,Oras Milisauti,SV,2,0,6,0,2,4
152948,Furculesti,TR,1,1,3,6,1,3
87843,Balsa,HD,2,0,1,0,1,3
44391,Vadeni,BR,1,1,3,22,1,3
122187,Cracaoani,NT,2,0,2,3,1,3
100308,Draguseni,IS,2,0,2,0,1,3
170612,Lalosu,VL,1,1,3,0,1,3
172992,Sinesti,VL,1,1,4,10,1,3
95088,Barnova,IS,2,0,3,0,1,3
16739,Izvoru,AG,2,0,2,0,1,3
96192,Ciortesti,IS,2,0,2,0,1,3
166672,Vetrisoaia,VS,2,0,2,1,1,3
117998,Lunca,MS,1,1,1,7,1,3
97321,Gropnita,IS,2,0,3,0,1,3
97189,Gorban,IS,2,0,2,0,1,3
125659,Babiciu,OT,2,0,2,3,1,3
4482,Garbova,AB,1,1,1,5,1,3
96940,Dumesti,IS,2,0,2,0,1,3
96904,Dolhesti,IS,2,0,1,0,1,3
130384,Soparlita,OT,1,1,1,9,1,3
36453,Oras Bucecea,BT,1,1,8,4,1,3
96058,Braesti,IS,2,0,2,0,1,3
35269,Uriu,BN,1,1,3,8,1,3
96478,Cotnari,IS,2,0,2,2,1,3
97811,Mircesti,IS,2,0,4,5,1,3
14673,Boteni,AG,2,0,3,0,1,3
170097,Ghioroiu,VL,1,1,0,0,1,3
96147,Ceplenita,IS,2,0,3,0,1,3
122025,Ceahlau,NT,2,0,1,4,1,3
98257,Movileni,IS,2,0,3,0,1,3
98337,Plugari,IS,2,0,2,0,1,3
110571,Bacles,MH,1,1,2,10,1,3
165069,Oltenesti,VS,2,0,2,0,1,3
34075,Nuseni,BN,1,1,4,2,1,3
88546,Branisca,HD,2,0,2,10,1,3
93441,Dorobantu,CL,2,0,3,0,1,3
154415,Stejaru,TR,2,0,1,1,1,3
17771,Nucsoara,AG,2,0,2,0,1,3
73246,Mischii,DJ,2,0,5,0,1,3
104635,Plataresti,CL,1,1,4,10,1,3
171806,Olanu,VL,1,0,5,0,2,3
99165,Stolniceni-Prajescu,IS,2,0,2,0,1,3
39694,Varfu Campului,BT,1,1,4,12,1,3
160387,Frecatei,TL,2,0,5,0,1,3
99441,Tansa,IS,2,0,2,1,1,3
99600,Trifesti,IS,2,0,2,0,1,3
144152,Bazna,SB,1,1,2,5,1,3
27935,Bulz,BH,1,1,3,26,1,3
104421,Nuci,IF,2,0,1,0,1,3
70986,Brabova,DJ,1,1,2,6,1,3
37011,Dersca,BT,1,1,4,8,1,3
11842,Savarsin,AR,1,1,1,7,1,3
99968,Valea Seaca,IS,2,0,2,0,1,3
98435,Popesti,IS,2,0,3,0,1,3
18741,Slobozia,AG,2,0,4,0,1,3
69170,Valea Mare,DB,2,0,2,0,1,3
15983,Cotmeana,AG,1,1,1,15,1,3
170685,Ladesti,VL,1,1,3,32,1,3
22718,Ghimes-Faget,BC,2,0,3,0,1,3
159687,Oras Isaccea,TL,1,1,1,11,1,3
153696,Poeni,TR,2,0,6,1,1,3
16472,Dragoslavele,AG,2,0,3,0,1,3
37850,Leorda,BT,1,1,4,11,1,3
179846,Coltau,MM,3,0,8,0,0,3
177799,Straoane,VN,1,0,1,0,1,2
129317,Tatulesti,OT,1,0,1,0,1,2
124616,Tazlau,NT,1,0,1,2,1,2
177762,Soveja,VN,1,0,2,0,1,2
151763,Lita,TR,1,0,2,0,1,2
129380,Teslui,OT,1,0,2,1,1,2
151932,Crevenicu,TR,1,0,1,1,1,2
159446,Padureni,TM,1,0,3,0,1,2
159437,Parta,TM,1,0,2,0,1,2
177600,Sihlea,VN,1,0,2,0,1,2
159419,Gottlob,TM,1,0,2,0,1,2
129460,Tia Mare,OT,1,0,1,1,1,2
129503,Topana,OT,1,0,1,0,1,2
177655,Slobozia Bradului,VN,1,0,2,0,1,2
154978,Zambreasca,TR,1,0,1,0,1,2
156473,Costeiu,TM,1,0,4,0,1,2
157969,Ohaba Lunga,TM,1,0,0,1,1,2
179908,Pietrari,DB,1,0,2,0,1,2
130302,Gavanesti,OT,1,0,1,0,1,2
130311,Ghimpeteni,OT,1,0,2,1,1,2
130320,Gradinile,OT,1,0,1,1,1,2
130339,Gura Padinii,OT,1,0,1,1,1,2
130348,Ipotesti,OT,1,0,2,0,1,2
130357,Osica De Jos,OT,1,0,1,0,1,2
130366,Sarbii - Magura,OT,1,0,1,1,1,2
158136,Pietroasa,TM,1,0,1,0,1,2
157193,Ghizela,TM,1,0,1,0,1,2
177263,Poiana Cristei,VN,1,0,2,0,1,2
159963,Casimcea,TL,1,0,3,0,1,2
129567,Traian,OT,1,0,2,1,1,2
179917,Rau Alb,DB,1,0,2,0,1,2
179980,Marculesti,IL,1,0,1,0,1,2
179999,Moldoveni,IL,1,0,2,0,1,2
151503,Capu Campului,SV,1,0,3,0,1,2
130375,Visina Noua,OT,1,0,1,1,1,2
160092,Ceamurlia De Jos,TL,1,0,3,0,1,2
180000,Platonesti,IL,1,0,3,1,1,2
180037,Boghis,SJ,1,0,2,5,1,2
177101,Paltin,VN,1,0,2,0,1,2
151488,Fantana Mare,SV,1,0,1,0,1,2
151479,Horodnic De Sus,SV,1,0,3,0,1,2
151521,Burla,SV,1,0,2,0,1,2
130295,Calui,OT,1,0,1,0,1,2
130286,Balteni,OT,1,0,1,0,1,2
179891,Raciu,DB,1,0,3,0,1,2
151709,Ciuperceni,TR,1,0,2,1,1,2
179828,Rosiori,IL,1,0,2,0,1,2
129629,Urzica,OT,1,0,1,1,1,2
151585,Poieni-Solca,SV,1,0,1,0,1,2
156589,Curtea,TM,1,0,1,1,1,2
124493,Tarcau,NT,1,0,1,1,1,2
151567,Ciprian Porumbescu,SV,1,0,6,1,1,2
159455,Saravale,TM,1,0,4,0,1,2
159482,Valcani,TM,1,0,1,0,1,2
124331,Stanita,NT,1,0,1,1,1,2
