Siruta,Judet,Localitate,PersonalMediu_privat,PersonalMediu_public
100004,IS,Victoria,2,0
100086,IS,Vanatori,2,0
100148,IS,Vladeni,2,5
100219,IS,Voinesti,2,0
100273,IS,Bals,2,0
100282,IS,Costesti,3,0
100308,IS,Draguseni,2,0
100317,IS,Fantanele,2,0
100326,IS,Harmanesti,2,0
100335,IS,Rachiteni,2,0
100344,IS,Roscani,1,0
100353,IS,Valea Lupului,14,0
100362,IS,Ciohorani,1,0
100521,GR,Municipiul Giurgiu,183,430
100549,GR,Slobozia,1,2
100576,IF,Oras Buftea,29,210
100610,CL,Municipiul Oltenita,66,185
100638,CL,Mitreni,6,0
100683,IL,Municipiul Urziceni,54,76
100709,IL,Ciocarlia,0,0
100736,IL,Manasia,4,0
100754,IL,Adancata,3,0
100781,GR,Adunatii-Copaceni,13,20
100834,IF,Afumati,4,38
100852,IL,Alexeni,1,0
100870,IL,Armasesti,2,0
100923,IL,Axintele,1,0
100969,IF,Balotesti,20,43
101001,GR,Baneasa,6,0
101056,IL,Barcanesti,2,0
101083,CL,Belciugatele,5,0
101145,IF,Berceni,4,1
101163,GR,Bolintin-Deal,13,59
101190,GR,Oras Bolintin-Vale,43,17
101243,IL,Brazii,0,0
101298,IF,Branesti,4,1
101341,DB,Brezoaele,8,0
101378,GR,Bucsani,2,9
101458,CL,Oras Budesti,14,1
101519,GR,Bulbucata,0,0
101564,DB,Butimanu,1,0
101617,GR,Buturugeni,3,1
101662,GR,Calugareni,12,0
101724,CL,Cascioarele,2,0
101742,IF,Cernica,4,15
101804,CL,Chirnogi,6,2
101822,CL,Chiselet,1,3
101840,DB,Ciocanesti,4,0
101902,IF,Ciolpani,4,1
101957,IF,Ciorogarla,4,1
101984,GR,Clejani,2,5
102035,IF,Clinceni,8,1
102071,GR,Colibasi,4,0
102106,GR,Comana,6,0
102160,IF,Corbeanca,25,1
102213,IF,Cornetu,4,1
102240,IL,Cosereni,8,0
102286,DB,Crevedia,7,0
102348,GR,Crevedia Mare,6,0
102419,CL,Curcani,7,3
102446,GR,Daia,3,0
102473,IF,Dascalu,0,1
102525,IF,Darasti-Ilfov,0,1
102543,IF,1 Decembrie,8,1
102570,IF,Domnesti,6,4
102605,IF,Dragomiresti-Vale,4,1
102641,IL,Dragoesti,0,0
102703,IL,Dridu,8,0
102749,IL,Oras Fierbinti-Targ,7,0
102794,GR,Floresti-Stoenesti,8,0
102838,CL,Frasinet,1,0
102909,GR,Fratesti,7,1
102945,CL,Frumusani,3,0
103014,CL,Fundeni,4,0
103032,CL,Oras Fundulea,5,0
103087,GR,Gaiseni,4,0
103130,IF,Ganeasa,4,1
103194,GR,Gaujani,2,0
103238,GR,Ghimpati,5,6
103283,IL,Garbovi,4,0
103309,GR,Gogosari,2,1
103354,GR,Gostinu,4,0
103372,GR,Gostinari,1,5
103407,GR,Gradinari,6,13
103443,IF,Gradistea,4,1
103470,GR,Greaca,2,1
103513,IF,Gruiu,6,1
103568,CL,Gurbanesti,1,0
103639,GR,Hotarele,5,0
103693,GR,Iepuresti,1,0
103764,CL,Ileana,3,0
103862,IL,Ion Roata,2,0
103899,GR,Izvoarele,4,0
103960,IL,Jilavele,5,0
103997,GR,Joita,5,0
104047,GR,Letca Noua,4,0
104083,CL,Luica,1,0
104118,GR,Mihai Bravu,2,0
104136,GR,Oras Mihailesti,11,0
104181,CL,Manastirea,4,2
104225,GR,Marsa,1,0
104243,IF,Moara Vlasiei,5,1
104270,IL,Movilita,2,0
104323,CL,Nana,2,0
104341,CL,Nicolae Balcescu,2,0
104387,DB,Niculesti,3,7
104421,IF,Nuci,1,0
104485,GR,Ogrezeni,6,0
104519,GR,Oinacu,2,0
104546,IF,Peris,8,7
104582,IF,Petrachioaia,4,1
104635,CL,Plataresti,4,10
104680,GR,Prundu,4,0
104715,GR,Putineiu,2,0
104751,CL,Radovanu,3,2
104788,GR,Rasuceni,0,0
104831,GR,Roata De Jos,10,0
104886,CL,Sarulesti,2,0
104975,GR,Schitu,0,0
105026,IL,Sinesti,1,0
105106,GR,Singureni,3,5
105142,DB,Slobozia Moara,1,0
105160,IF,Snagov,4,1
105222,CL,Sohatu,1,0
105259,CL,Spantov,3,2
105295,GR,Stanesti,2,0
105348,GR,Stoenesti,4,0
105384,CL,Soldanu,3,1
105419,IF,Stefanestii De Jos,6,1
105455,CL,Tamadau Mare,1,0
105534,DB,Tartasesti,10,0
105570,IF,Tunari,3,1
105605,CL,Ulmeni,3,0
105623,GR,Ulmi,13,0
105712,CL,Valea Argovei,2,0
105776,GR,Valea Dragului,4,0
105794,IL,Valea Macrisului,2,0
105829,CL,Vasilati,6,0
105874,GR,Varasti,4,0
105909,GR,Vedea,4,1
105936,IF,Vidra,11,1
105972,GR,Vanatorii Mici,1,37
106318,MM,Municipiul Baia Mare,788,1424
106363,MM,Grosi,4,0
106407,MM,Recea,9,0
106461,MM,Oras Tautii-Magheraus,13,0
106559,MM,Municipiul Sighetu Marmatiei,165,562
106620,MM,Sarasau,4,0
106648,MM,Vadu Izei,2,0
106684,MM,Oras Baia Sprie,52,3
106746,MM,Oras Borsa,46,180
106782,MM,Oras Cavnic,14,27
106817,MM,Oras Targu Lapus,46,70
106979,MM,Oras Viseu De Sus,75,148
107001,MM,Ardusat,3,4
107047,MM,Arinis,5,0
107083,MM,Asuaju De Sus,1,0
107118,MM,Baita De Sub Codru,3,0
107154,MM,Baiut,2,1
107190,MM,Basesti,2,0
107234,MM,Bicaz,2,0
107270,MM,Bistra,3,1
107314,MM,Barsana,4,1
107350,MM,Bocicoiu Mare,6,0
107403,MM,Bogdan Voda,6,0
107430,MM,Boiu Mare,1,0
107485,MM,Botiza,3,1
107519,MM,Budesti,6,1
107546,MM,Calinesti,4,3
107582,MM,Cernesti,5,0
107662,MM,Cicarlau,5,0
107715,MM,Campulung La Tisa,3,0
107733,MM,Copalnic-Manastur,14,1
107868,MM,Coroieni,2,1
107920,MM,Cupseni,1,0
107975,MM,Desesti,4,1
108017,MM,Oras Dragomiresti,8,4
108035,MM,Dumbravita,5,0
108106,MM,Farcasa,11,0
108151,MM,Giulesti,6,0
108204,MM,Ieud,4,0
108222,MM,Lapus,5,0
108240,MM,Leordina,5,1
108268,MM,Miresu Mare,7,0
108348,MM,Moisei,14,0
108366,MM,Oarta De Jos,1,0
108400,MM,Ocna Sugatag,12,9
108455,MM,Petrova,4,0
108473,MM,Poienile De Sub Munte,14,22
108491,MM,Remetea Chioarului,4,0
108552,MM,Remeti,4,0
108598,MM,Repedea,2,1
108614,MM,Rona De Jos,6,0
108632,MM,Rona De Sus,7,0
108669,MM,Rozavlea,6,0
108696,MM,Ruscova,5,1
108712,MM,Satulung,8,6
108794,MM,Sacalaseni,6,0
108874,MM,Sacel,4,0
108892,MM,Oras Salistea De Sus,10,0
108918,MM,Salsig,4,6
108945,MM,Sapanta,3,0
108963,MM,Oras Seini,26,0
109005,MM,Stramtura,9,1
109041,MM,Suciu De Sus,7,0
109096,MM,Sisesti,7,0
109176,MM,Oras Somcuta Mare,25,1
109265,MM,Oras Ulmeni,21,3
109354,MM,Valea Chioarului,3,0
109425,MM,Vima Mica,1,0
109504,MM,Viseu De Jos,4,0
109773,MH,Municipiul Drobeta-Turnu Severin,339,713
109826,MH,Simian,10,11
109924,MH,Oras Baia De Arama,6,41
110027,MH,Obarsia-Closani,0,1
110063,MH,Municipiul Orsova,14,68
110116,MH,Oras Strehaia,13,19
110232,MH,Oras Vanju Mare,7,10
110296,MH,Bala,4,8
110456,MH,Balta,0,1
110535,MH,Balacita,2,3
110571,MH,Bacles,2,10
110688,MH,Balvanesti,1,1
110740,MH,Breznita-Motru,1,1
110820,MH,Breznita-Ocol,5,0
110875,MH,Brosteni,4,1
110946,MH,Burila Mare,4,2
111006,MH,Butoiesti,4,0
111097,MH,Cazanesti,2,1
111220,MH,Ciresu,0,6
111275,MH,Corcova,4,3
111417,MH,Corlatel,2,1
111444,MH,Cujmir,2,10
111480,MH,Devesel,4,1
111550,MH,Darvari,2,1
111587,MH,Dumbrava,1,1
111685,MH,Floresti,2,0
111783,MH,Garla Mare,4,3
111818,MH,Godeanu,0,1
111863,MH,Gogosu,3,5
111916,MH,Greci,1,0
111989,MH,Grozesti,1,1
112030,MH,Gruia,2,2
112076,MH,Hinova,3,4
112129,MH,Husnicioara,1,0
112245,MH,Eselnita,3,1
112263,MH,Ilovat,1,4
112334,MH,Ilovita,0,0
112370,MH,Isverna,1,1
112469,MH,Izvoru Barzii,4,1
112548,MH,Jiana,6,4
112600,MH,Livezile,1,1
112664,MH,Malovat,2,1
112744,MH,Obarsia De Camp,1,1
112771,MH,Oprisor,2,2
112806,MH,Padina,0,1
112879,MH,Patulele,4,5
112904,MH,Dubova,2,1
112959,MH,Podeni,0,1
112995,MH,Ponoarele,1,1
113153,MH,Poroina Mare,1,0
113206,MH,Pristol,1,1
113233,MH,Prunisor,3,1
113395,MH,Punghina,1,7
113466,MH,Rogova,1,1
113493,MH,Salcia,4,0
113518,MH,Stangaceaua,1,0
113607,MH,Svinita,1,1
113625,MH,Sisesti,2,3
113698,MH,Sovarna,1,0
113732,MH,Tamna,3,1
113849,MH,Vanatori,2,2
113894,MH,Vanjulet,1,13
113929,MH,Vladaia,1,2
113974,MH,Voloiac,1,2
114060,MH,Branistea,0,1
114079,MH,Vrata,0,2
114319,MS,Municipiul Targu Mures,474,2443
114355,MS,Cristesti,4,1
114382,MS,Sancraiu De Mures,17,0
114417,MS,Sangeorgiu De Mures,18,0
114453,MS,Santana De Mures,5,0
114514,MS,Municipiul Sighisoara,38,176
114603,MS,Albesti,2,0
114710,MS,Oras Ludus,14,129
114809,MS,Municipiul Reghin,52,203
114854,MS,Oras Sovata,8,16
114925,MS,Municipiul Tarnaveni,18,218
114970,MS,Acatari,4,4
115076,MS,Adamus,3,0
115147,MS,Alunis,2,0
115183,MS,Apold,1,0
115236,MS,Atintis,2,2
115307,MS,Bahnea,2,1
115389,MS,Band,3,1
115520,MS,Batos,2,0
115575,MS,Bagaciu,1,0
115600,MS,Bala,0,1
115637,MS,Balauseri,2,0
115708,MS,Beica De Jos,2,0
115771,MS,Bichis,0,2
115824,MS,Bogata,1,0
115851,MS,Breaza,1,0
115897,MS,Brancovenesti,2,28
115959,MS,Ceuasu De Campie,21,0
116046,MS,Chetani,1,3
116126,MS,Chiheru De Jos,0,0
116171,MS,Coroisanmartin,1,0
116224,MS,Cozma,0,1
116288,MS,Craciunesti,4,0
116340,MS,Craiesti,1,0
116395,MS,Cucerdea,1,1
116439,MS,Cuci,1,0
116493,MS,Danes,5,0
116545,MS,Deda,4,10
116590,MS,Eremitu,5,7
116652,MS,Ernei,4,1
116723,MS,Faragau,1,2
116796,MS,Fantanele,4,0
116867,MS,Galesti,1,0
116938,MS,Ganesti,3,0
116983,MS,Gheorghe Doja,1,0
117042,MS,Ghindari,1,0
117113,MS,Glodeni,3,9
117177,MS,Gornesti,6,5
117275,MS,Grebenisu De Campie,1,1
117319,MS,Gurghiu,2,2
117426,MS,Hodac,1,2
117505,MS,Hodosa,0,0
117550,MS,Ibanesti,1,0
117667,MS,Iclanzel,1,5
117783,MS,Ideciu De Jos,1,5
117827,MS,Oras Iernut,7,3
117925,MS,Livezeni,3,0
117998,MS,Lunca,1,7
118058,MS,Lunca Bradului,1,0
118094,MS,Magherani,3,0
118209,MS,Mica,2,0
118281,MS,Oras Miercurea Nirajului,5,2
118370,MS,Mihesu De Campie,2,1
118469,MS,Nades,1,0
118511,MS,Neaua,1,0
118575,MS,Ogra,3,1
118637,MS,Papiu Ilarian,1,0
118691,MS,Panet,3,0
118753,MS,Pasareni,4,0
118799,MS,Petelea,1,0
118824,MS,Pogaceaua,1,2
118931,MS,Rastolita,1,1
118995,MS,Raciu,2,0
119153,MS,Rusii-Munti,1,1
119206,MS,Saschiz,3,2
119242,MS,Oras Sarmasu,4,2
119331,MS,Oras Sangeorgiu De Padure,4,19
119386,MS,Sanger,1,0
119466,MS,Sanpaul,5,0
119527,MS,Sanpetru De Campie,3,1
119590,MS,Solovastru,1,0
119625,MS,Stanceni,1,1
119661,MS,Suplac,1,1
119723,MS,Suseni,1,2
119750,MS,Saulia,1,0
119803,MS,Sincai,1,0
119858,MS,Taureni,0,0
119894,MS,Oras Ungheni,4,0
119974,MS,Valea Larga,2,1
120076,MS,Vargata,2,1
120138,MS,Vatava,1,1
120174,MS,Vetca,1,0
120218,MS,Viisoara,1,1
120254,MS,Vanatori,3,0
120316,MS,Voivodeni,1,0
120343,MS,Zagar,0,0
120370,MS,Zau De Campie,2,0
120478,MS,Chibed,0,0
120487,MS,Corunca,3,0
120496,MS,Sarateni,1,0
120502,MS,Madaras,0,0
120511,MS,Bereni,0,0
120726,NT,Municipiul Piatra-Neamt,263,1017
120771,NT,Dumbrava Rosie,4,3
120824,NT,Savinesti,1,2
120860,NT,Municipiul Roman,341,620
120888,NT,Cordun,4,4
120922,NT,Horia,3,5
120968,NT,Oras Bicaz,50,60
121055,NT,Oras Targu Neamt,99,77
121108,NT,Agapia,1,2
121153,NT,Bahna,2,2
121242,NT,Baltatesti,3,3
121297,NT,Bicaz-Chei,40,1
121340,NT,Bicazu Ardelean,2,3
121386,NT,Bira,1,1
121466,NT,Bargauani,12,2
121607,NT,Bodesti,17,2
121652,NT,Borca,3,7
121732,NT,Borlesti,13,0
121796,NT,Botesti,10,2
121876,NT,Bozieni,1,2
121938,NT,Brusturi,1,2
122025,NT,Ceahlau,1,4
122061,NT,Candesti,2,1
122132,NT,Costisa,1,2
122187,NT,Cracaoani,2,3
122249,NT,Damuc,2,1
122285,NT,Dobreni,2,1
122347,NT,Doljesti,2,1
122392,NT,Dragomiresti,1,2
122463,NT,Dulcesti,12,3
122551,NT,Farcasa,1,2
122613,NT,Faurei,1,0
122668,NT,Gheraesti,1,2
122702,NT,Girov,1,2
122828,NT,Garcina,3,3
122864,NT,Grinties,1,2
122908,NT,Grumazesti,2,1
122953,NT,Hangu,1,2
123013,NT,Icusesti,2,2
123102,NT,Ion Creanga,2,3
123175,NT,Margineni,2,1
123228,NT,Moldoveni,2,1
123255,NT,Oniceni,1,2
123371,NT,Pastraveni,1,2
123424,NT,Petricani,3,2
123479,NT,Piatra Soimului,1,5
123521,NT,Pipirig,1,7
123601,NT,Pangarati,2,2
123674,NT,Podoleni,1,2
123709,NT,Poienari,1,1
123790,NT,Poiana Teiului,3,2
123914,NT,Raucesti,3,1
123969,NT,Razboieni,16,2
124028,NT,Rediu,1,3
124073,NT,Romani,2,2
124117,NT,Oras Roznov,3,39
124153,NT,Sagna,2,3
124206,NT,Sabaoani,3,6
124233,NT,Secuieni,2,2
124331,NT,Stanita,1,1
124411,NT,Stefan Cel Mare,1,1
124493,NT,Tarcau,1,1
124563,NT,Tasca,2,1
124616,NT,Tazlau,1,2
124634,NT,Tamaseni,3,4
124661,NT,Timisesti,2,0
124723,NT,Trifesti,2,2
124750,NT,Tupilati,1,2
124803,NT,Tibucani,2,5
124849,NT,Urecheni,2,1
124885,NT,Valea Ursului,2,2
124938,NT,Alexandru Cel Bun,13,72
125016,NT,Vanatori-Neamt,8,3
125061,NT,Zanesti,1,4
125098,NT,Dochia,1,0
125105,NT,Ruginoasa,1,1
125114,NT,Ghindaoani,1,1
125123,NT,Valeni,1,1
125132,NT,Draganesti,1,1
125141,NT,Pancesti,1,2
125150,NT,Gadinti,1,2
125169,NT,Negresti,1,1
125178,NT,Boghicea,1,1
125347,OT,Municipiul Slatina,145,1221
125374,OT,Slatioara,2,2
125418,OT,Oras Bals,21,117
125472,OT,Municipiul Caracal,47,378
125490,OT,Draghiceni,2,0
125542,OT,Oras Corabia,18,114
125588,OT,Garcov,2,1
125622,OT,Oras Draganesti-Olt,8,10
125659,OT,Babiciu,2,3
125677,OT,Baldovinesti,2,0
125757,OT,Barasti,1,0
125846,OT,Barza,2,1
125873,OT,Bobicesti,2,0
125962,OT,Brastavatu,2,1
125999,OT,Brebeni,1,1
126022,OT,Brancoveni,2,2
126077,OT,Bucinisu,2,0
126102,OT,Cezieni,2,15
126148,OT,Cilieni,2,1
126166,OT,Carlogani,2,0
126228,OT,Colonesti,3,1
126326,OT,Corbu,3,1
126380,OT,Coteana,2,1
126406,OT,Crampoia,1,0
126433,OT,Curtisoara,3,0
126503,OT,Cungrea,3,1
126585,OT,Daneasa,2,1
126647,OT,Deveselu,4,2
126674,OT,Dobretu,2,0
126718,OT,Dobrosloveni,2,1
126772,OT,Dobroteasa,1,0
126825,OT,Dobrun,1,1
126905,OT,Fagetelu,2,0
126978,OT,Falcoiu,3,7
127019,OT,Farcasele,2,0
127064,OT,Ganeasa,3,1
127126,OT,Giuvarasti,1,0
127144,OT,Gostavatu,1,0
127171,OT,Gradinari,1,3
127224,OT,Grojdibodu,3,1
127251,OT,Ianca,2,1
127288,OT,Iancu Jianu,2,1
127322,OT,Icoana,2,1
127368,OT,Izbiceni,3,1
127386,OT,Izvoarele,2,1
127411,OT,Leleasca,1,0
127493,OT,Maruntei,3,0
127536,OT,Mihaesti,0,1
127563,OT,Milcov,2,1
127625,OT,Morunglav,3,1
127689,OT,Movileni,2,1
127714,OT,Nicolae Titulescu,1,0
127750,OT,Obarsia,3,1
127812,OT,Oboga,2,2
127858,OT,Oporelu,1,1
127901,OT,Optasi-Magura,0,1
127938,OT,Orlea,2,1
127983,OT,Osica De Sus,3,2
128052,OT,Perieti,2,0
128105,OT,Oras Piatra-Olt,4,4
128178,OT,Parscoveni,2,1
128221,OT,Plesoiu,2,2
128301,OT,Poboru,2,0
128374,OT,Oras Potcoava,3,2
128436,OT,Priseaca,1,0
128472,OT,Radomiresti,2,0
128524,OT,Redea,3,0
128560,OT,Rotunda,2,1
128588,OT,Rusanesti,4,1
128613,OT,Scarisoara,2,1
128659,OT,Schitu,2,41
128711,OT,Oras Scornicesti,7,40
128864,OT,Seaca,2,1
128882,OT,Samburesti,1,0
128962,OT,Spineni,1,12
129040,OT,Sprancenata,1,1
129095,OT,Stoenesti,1,0
129111,OT,Stoicanesti,1,1
129139,OT,Strejesti,1,1
129184,OT,Studina,2,0
129246,OT,Serbanesti,2,1
129282,OT,Stefan Cel Mare,1,1
129317,OT,Tatulesti,1,0
129380,OT,Teslui,2,1
129460,OT,Tia Mare,1,1
129503,OT,Topana,1,0
129567,OT,Traian,2,1
129585,OT,Tufeni,2,1
129629,OT,Urzica,1,1
129656,OT,Valea Mare,2,0
129718,OT,Vadastra,1,0
129745,OT,Vadastrita,2,1
129763,OT,Valeni,1,1
129816,OT,Verguleasa,2,0
129898,OT,Visina,2,1
129914,OT,Vitomiresti,1,1
129987,OT,Valcele,1,1
130026,OT,Vladila,3,1
130062,OT,Voineasa,1,0
130124,OT,Vulpeni,2,0
130231,OT,Vulturesti,2,0
130286,OT,Balteni,1,0
130295,OT,Calui,1,0
130302,OT,Gavanesti,1,0
130311,OT,Ghimpeteni,2,1
130320,OT,Gradinile,1,1
130339,OT,Gura Padinii,1,1
130348,OT,Ipotesti,2,0
130357,OT,Osica De Jos,1,0
130366,OT,Sarbii - Magura,1,1
130375,OT,Visina Noua,1,1
130384,OT,Soparlita,1,9
130534,PH,Municipiul Ploiesti,1012,1953
130552,PH,Barcanesti,8,0
130614,PH,Berceni,5,0
130678,PH,Blejoi,15,0
130712,PH,Brazi,14,0
130785,PH,Bucov,11,0
130847,PH,Paulesti,22,0
130892,PH,Targsoru Vechi,8,0
130954,PH,Oras Azuga,18,52
130981,PH,Oras Baicoi,28,58
131069,PH,Oras Boldesti-Scaeni,27,13
131103,PH,Oras Breaza,30,31
131210,PH,Oras Busteni,26,33
131256,PH,Municipiul Campina,160,444
131274,PH,Poiana Campina,33,0
131336,PH,Oras Comarnic,12,0
131407,PH,Oras Mizil,27,44
131443,PH,Oras Plopeni,63,5
131461,PH,Dumbravesti,4,0
131540,PH,Oras Sinaia,34,80
131577,PH,Oras Slanic,14,1
131620,PH,Oras Urlati,15,76
131817,PH,Oras Valenii De Munte,51,107
131835,PH,Gura Vitioarei,5,0
131899,PH,Adunati,5,0
131933,PH,Albesti-Paleologu,6,0
131988,PH,Alunis,4,0
132011,PH,Apostolache,4,0
132075,PH,Aricestii Rahtivani,18,23
132137,PH,Aricestii Zeletin,2,0
132164,PH,Baba Ana,3,1
132226,PH,Balta Doamnei,3,0
132271,PH,Baltesti,3,0
132315,PH,Banesti,8,0
132342,PH,Bertea,3,0
132379,PH,Boldesti-Gradistea,2,0
132404,PH,Brebu,10,0
132459,PH,Calugareni,1,0
132486,PH,Carbunesti,1,0
132510,PH,Ceptura,5,0
132574,PH,Cerasu,4,0
132645,PH,Chiojdeanca,1,0
132681,PH,Ciorani,9,0
132716,PH,Cocorastii Mislii,4,0
132752,PH,Colceag,4,0
132805,PH,Cornu,4,0
132841,PH,Cosminele,0,0
132896,PH,Drajna,9,34
133018,PH,Draganesti,5,0
133090,PH,Dumbrava,4,0
133161,PH,Filipestii De Padure,17,0
133214,PH,Filipestii De Targ,8,5
133278,PH,Fantanele,4,2
133330,PH,Floresti,8,48
133394,PH,Fulga,5,0
133429,PH,Gherghita,3,0
133508,PH,Gorgota,9,0
133562,PH,Gornet,5,0
133615,PH,Gornet-Cricov,3,0
133688,PH,Gura Vadului,1,0
133722,PH,Iordacheanu,4,0
133795,PH,Izvoarele,7,0
133866,PH,Jugureni,1,0
133919,PH,Lapos,1,0
133964,PH,Lipanesti,3,0
134014,PH,Magurele,5,0
134050,PH,Magureni,10,0
134096,PH,Maneciu,13,0
134194,PH,Manesti,4,0
134336,PH,Pacureti,1,0
134390,PH,Plopu,3,0
134443,PH,Podenii Noi,4,0
134559,PH,Poienarii Burchii,4,4
134648,PH,Posesti,2,0
134755,PH,Predeal-Sarari,2,0
134853,PH,Provita De Jos,3,0
134899,PH,Provita De Sus,2,0
134942,PH,Puchenii Mari,6,5
135020,PH,Rafov,4,0
135128,PH,Salcia,1,0
135146,PH,Salciile,2,0
135164,PH,Scorteni,5,14
135226,PH,Secaria,3,0
135244,PH,Sangeru,3,0
135315,PH,Starchiojd,4,0
135404,PH,Surani,3,0
135431,PH,Sirna,3,0
135501,PH,Soimari,3,0
135547,PH,Sotrile,4,0
135618,PH,Stefesti,2,0
135654,PH,Talea,0,0
135681,PH,Tataru,1,0
135725,PH,Teisani,4,0
135789,PH,Telega,5,0
135850,PH,Tinosu,3,0
135896,PH,Tomsani,5,0
135949,PH,Valea Calugareasca,10,0
136107,PH,Valea Doftanei,7,0
136134,PH,Varbilau,7,0
136198,PH,Valcanesti,2,0
136241,PH,Cocorastii Colt,3,0
136250,PH,Olari,1,0
136269,PH,Vadu Sapat,1,0
136278,PH,Batrani,2,0
136483,SM,Municipiul Satu Mare,432,720
136526,SM,Municipiul Carei,56,132
136553,SM,Capleni,4,0
136599,SM,Oras Negresti-Oas,36,115
136642,SM,Oras Tasnad,22,24
136713,SM,Acas,4,0
136768,SM,Andrid,2,0
136802,SM,Apa,2,0
136848,SM,Oras Ardud,12,0
136919,SM,Batarci,1,0
136964,SM,Beltiug,0,0
137032,SM,Berveni,2,0
137069,SM,Bixad,6,11
137103,SM,Barsau,0,0
137130,SM,Bogdand,2,0
137185,SM,Botiz,3,0
137229,SM,Calinesti-Oas,6,0
137274,SM,Camarzana,1,0
137292,SM,Cauas,1,0
137363,SM,Cehal,1,0
137407,SM,Certeze,1,0
137443,SM,Craidorolt,2,0
137504,SM,Crucisor,1,0
137540,SM,Culciu,3,0
137611,SM,Doba,2,0
137675,SM,Dorolt,4,0
137728,SM,Foieni,2,3
137746,SM,Gherta Mica,1,0
137764,SM,Halmeu,7,0
137844,SM,Hodod,2,0
137899,SM,Homoroade,2,0
137960,SM,Lazuri,4,1
138039,SM,Oras Livada,9,5
138084,SM,Mediesu Aurit,6,0
138164,SM,Micula,4,0
138208,SM,Moftin,2,0
138280,SM,Odoreu,4,2
138351,SM,Orasu Nou,5,0
138431,SM,Paulesti,6,1
138501,SM,Petresti,3,1
138538,SM,Pir,1,0
138574,SM,Piscolt,2,0
138618,SM,Pomi,4,0
138663,SM,Sanislau,3,0
138734,SM,Santau,1,0
138770,SM,Sacaseni,0,0
138805,SM,Sauca,0,0
138869,SM,Socond,2,0
138921,SM,Supur,7,0
139009,SM,Tarna Mare,2,0
139054,SM,Terebesti,4,0
139107,SM,Tiream,2,0
139143,SM,Tarsolt,1,0
139170,SM,Turt,7,1
139214,SM,Turulung,3,0
139250,SM,Urziceni,1,0
139287,SM,Valea Vinului,3,1
139330,SM,Vama,2,0
139358,SM,Vetis,4,0
139394,SM,Viile Satu Mare,3,0
139704,SJ,Municipiul Zalau,300,506
139740,SJ,Oras Cehu Silvaniei,19,9
139811,SJ,Oras Jibou,25,49
139884,SJ,Oras Simleu Silvaniei,30,78
139937,SJ,Agrij,1,0
139982,SJ,Almasu,3,0
140084,SJ,Babeni,3,0
140146,SJ,Balan,3,0
140208,SJ,Banisor,2,0
140244,SJ,Benesat,0,1
140280,SJ,Bobota,3,0
140324,SJ,Bocsa,4,0
140379,SJ,Buciumi,2,1
140440,SJ,Camar,1,0
140477,SJ,Carastelec,1,0
140501,SJ,Chiesd,1,1
140547,SJ,Cizer,2,0
140583,SJ,Coseiu,0,0
140627,SJ,Crasna,13,16
140672,SJ,Creaca,3,1
140770,SJ,Cristolt,1,1
140823,SJ,Criseni,3,0
140869,SJ,Cuzaplac,2,1
140958,SJ,Dobrin,1,0
141027,SJ,Dragu,1,0
141081,SJ,Fildu De Jos,1,1
141134,SJ,Galgau,2,1
141232,SJ,Garbou,1,1
141312,SJ,Halmasd,2,0
141376,SJ,Hereclean,3,1
141447,SJ,Hida,4,1
141535,SJ,Horoatu Crasnei,1,0
141580,SJ,Ileanda,4,11
141722,SJ,Ip,2,0
141786,SJ,Letca,2,1
141884,SJ,Lozna,0,1
141946,SJ,Marca,2,0
142006,SJ,Maeriste,1,0
142079,SJ,Mesesenii De Jos,1,1
142122,SJ,Mirsid,2,1
142177,SJ,Napradea,1,0
142239,SJ,Nusfalau,4,8
142284,SJ,Pericei,3,16
142337,SJ,Plopis,1,1
142373,SJ,Poiana Blenchii,1,0
142426,SJ,Romanasi,3,0
142499,SJ,Rus,1,1
142550,SJ,Salatig,2,0
142612,SJ,Sag,2,0
142676,SJ,Sanmihaiu Almasului,2,0
142710,SJ,Somes-Odorhei,1,0
142774,SJ,Surduc,6,1
142854,SJ,Samsud,2,0
142881,SJ,Sarmasag,5,0
142952,SJ,Valcau De Jos,2,0
143021,SJ,Varsolt,2,0
143067,SJ,Zalha,0,0
143147,SJ,Zimbor,0,1
143450,SB,Municipiul Sibiu,844,1331
143487,SB,Cristian,3,0
143502,SB,Poplaca,2,0
143520,SB,Rasinari,5,0
143557,SB,Selimbar,8,0
143619,SB,Municipiul Medias,105,205
143646,SB,Tarnava,1,0
143682,SB,Oras Agnita,20,27
143735,SB,Oras Cisnadie,32,25
143771,SB,Oras Copsa Mica,7,0
143806,SB,Oras Dumbraveni,15,0
143851,SB,Oras Ocna Sibiului,9,0
143888,SB,Altina,1,0
143922,SB,Apoldu De Jos,2,0
143959,SB,Arpasu De Jos,2,0
143995,SB,Atel,2,0
144054,SB,Oras Avrig,36,0
144116,SB,Axente Sever,3,0
144152,SB,Bazna,2,5
144198,SB,Biertan,2,7
144232,SB,Barghis,1,0
144303,SB,Blajel,2,0
144349,SB,Brateiu,2,0
144376,SB,Bradeni,0,0
144410,SB,Bruiu,1,0
144456,SB,Chirpar,1,0
144508,SB,Carta,2,0
144535,SB,Cartisoara,2,0
144553,SB,Darlos,1,0
144599,SB,Gura Raului,3,0
144615,SB,Hoghilag,0,0
144651,SB,Iacobeni,1,0
144713,SB,Jina,2,0
144731,SB,Laslea,2,0
