,RN,RM,RMI,Emigranti,Imigranti,RS,Sal,CSom,AjSoc,Pensie,PopScolara,PaturiUS,Medici,VolumeB,SpectatoriS,VizitatoriM,SportiviL,PIB,SalariatiC,PAgrVeg,PAgrAnim,ServAgr,Silvicultura,SupLoc,DrumuriM,Innoptari,BugetVenituri,BugetSubventii,Apa,Canal,Export
PopScolara,0.195,-0.891,0.576,-0.213,-0.513,-0.429,0.743,0.468,-0.547,0.865,1.0,0.508,0.787,0.868,0.697,0.647,0.576,0.829,0.831,-0.878,-0.533,-0.373,0.958,0.853,-0.874,0.541,-0.791,-0.859,0.765,0.877,0.901
PaturiUS,-0.682,-0.262,-0.402,0.594,-0.054,0.167,0.32,0.583,0.176,0.784,0.508,1.0,0.641,0.377,0.348,0.56,-0.081,0.646,0.498,-0.515,-0.408,-0.751,0.537,0.81,-0.522,0.415,-0.769,-0.797,0.411,0.633,0.613
Medici,-0.291,-0.437,0.234,-0.149,-0.701,0.026,0.588,0.869,-0.092,0.668,0.787,0.641,1.0,0.718,0.322,0.202,0.372,0.689,0.923,-0.659,-0.217,-0.316,0.84,0.895,-0.575,0.256,-0.584,-0.644,0.371,0.885,0.962
VolumeB,0.132,-0.803,0.62,-0.109,-0.565,-0.123,0.459,0.407,-0.428,0.759,0.868,0.377,0.718,1.0,0.627,0.459,0.229,0.895,0.678,-0.796,-0.097,0.035,0.727,0.634,-0.883,0.589,-0.64,-0.712,0.767,0.853,0.746
SpectatoriS,0.273,-0.722,0.446,-0.018,-0.373,-0.661,0.752,-0.17,-0.824,0.799,0.697,0.348,0.322,0.627,1.0,0.824,0.431,0.804,0.217,-0.924,-0.631,-0.244,0.538,0.547,-0.893,0.946,-0.482,-0.653,0.958,0.709,0.425
VizitatoriM,0.128,-0.75,0.151,0.319,0.118,-0.54,0.53,-0.134,-0.543,0.847,0.647,0.56,0.202,0.459,0.824,1.0,0.26,0.684,0.21,-0.73,-0.76,-0.617,0.539,0.562,-0.796,0.762,-0.771,-0.837,0.854,0.502,0.368
SportiviL,0.575,-0.486,0.614,-0.766,-0.519,-0.833,0.849,0.121,-0.717,0.264,0.576,-0.081,0.372,0.229,0.431,0.26,1.0,0.152,0.515,-0.506,-0.686,-0.265,0.667,0.464,-0.295,0.138,-0.151,-0.234,0.287,0.393,0.534
PIB,-0.108,-0.721,0.33,0.183,-0.472,-0.17,0.561,0.324,-0.433,0.929,0.829,0.646,0.689,0.895,0.804,0.684,0.152,1.0,0.541,-0.914,-0.316,-0.229,0.682,0.753,-0.963,0.827,-0.715,-0.834,0.891,0.918,0.702
SalariatiC,-0.051,-0.57,0.379,-0.305,-0.557,-0.091,0.554,0.846,-0.123,0.588,0.831,0.498,0.923,0.678,0.217,0.21,0.515,0.541,1.0,-0.552,-0.289,-0.363,0.92,0.836,-0.5,0.056,-0.652,-0.65,0.294,0.744,0.967
PAgrVeg,-0.124,0.761,-0.474,0.098,0.588,0.525,-0.838,-0.212,0.704,-0.898,-0.878,-0.515,-0.659,-0.796,-0.924,-0.73,-0.506,-0.914,-0.552,1.0,0.584,0.306,-0.772,-0.789,0.942,-0.849,0.613,0.773,-0.912,-0.919,-0.729
PAgrAnim,-0.21,0.505,-0.107,0.078,0.024,0.789,-0.774,0.043,0.581,-0.588,-0.533,-0.408,-0.217,-0.097,-0.631,-0.76,-0.686,-0.316,-0.289,0.584,1.0,0.782,-0.59,-0.593,0.452,-0.439,0.508,0.583,-0.509,-0.368,-0.406
ServAgr,0.334,0.245,0.391,-0.361,-0.248,0.245,-0.408,-0.312,-0.029,-0.56,-0.373,-0.751,-0.316,0.035,-0.244,-0.617,-0.265,-0.229,-0.363,0.306,0.782,1.0,-0.504,-0.654,0.246,-0.154,0.672,0.652,-0.214,-0.268,-0.425
Silvicultura,0.122,-0.779,0.473,-0.28,-0.505,-0.411,0.764,0.61,-0.429,0.781,0.958,0.537,0.84,0.727,0.538,0.539,0.667,0.682,0.92,-0.772,-0.59,-0.504,1.0,0.905,-0.715,0.343,-0.767,-0.81,0.578,0.819,0.956
SupLoc,-0.264,-0.565,0.122,0.023,-0.487,-0.228,0.741,0.689,-0.244,0.862,0.853,0.81,0.895,0.634,0.547,0.562,0.464,0.753,0.836,-0.789,-0.593,-0.654,0.905,1.0,-0.7,0.453,-0.772,-0.846,0.56,0.885,0.934
DrumuriM,-0.132,0.858,-0.478,-0.074,0.399,0.386,-0.629,-0.158,0.614,-0.929,-0.874,-0.522,-0.575,-0.883,-0.893,-0.796,-0.295,-0.963,-0.5,0.942,0.452,0.246,-0.715,-0.7,1.0,-0.856,0.733,0.848,-0.968,-0.855,-0.656
Innoptari,0.051,-0.556,0.25,0.222,-0.308,-0.424,0.565,-0.203,-0.651,0.766,0.541,0.415,0.256,0.589,0.946,0.762,0.138,0.827,0.056,-0.849,-0.439,-0.154,0.343,0.453,-0.856,1.0,-0.413,-0.591,0.927,0.67,0.289
BugetVenituri,0.141,0.757,-0.096,-0.338,-0.044,0.119,-0.362,-0.447,0.126,-0.873,-0.791,-0.769,-0.584,-0.64,-0.482,-0.771,-0.151,-0.715,-0.652,0.613,0.508,0.672,-0.767,-0.772,0.733,-0.413,1.0,0.972,-0.632,-0.621,-0.701
BugetSubventii,0.127,0.789,-0.155,-0.293,0.113,0.228,-0.522,-0.41,0.28,-0.962,-0.859,-0.797,-0.644,-0.712,-0.653,-0.837,-0.234,-0.834,-0.65,0.773,0.583,0.652,-0.81,-0.846,0.848,-0.591,0.972,1.0,-0.763,-0.755,-0.75
Apa,0.236,-0.827,0.47,0.093,-0.295,-0.506,0.615,-0.086,-0.718,0.866,0.765,0.411,0.371,0.767,0.958,0.854,0.287,0.891,0.294,-0.912,-0.509,-0.214,0.578,0.56,-0.968,0.927,-0.632,-0.763,1.0,0.735,0.474
Canal,-0.131,-0.627,0.369,-0.076,-0.72,-0.219,0.74,0.552,-0.428,0.86,0.877,0.633,0.885,0.853,0.709,0.502,0.393,0.918,0.744,-0.919,-0.368,-0.268,0.819,0.885,-0.855,0.67,-0.621,-0.755,0.735,1.0,0.879
Export,-0.097,-0.622,0.361,-0.224,-0.625,-0.183,0.691,0.786,-0.25,0.743,0.901,0.613,0.962,0.746,0.425,0.368,0.534,0.702,0.967,-0.729,-0.406,-0.425,0.956,0.934,-0.656,0.289,-0.701,-0.75,0.474,0.879,1.0
